T0 R749:3606490.039780,IMG_BLUR,1,69,69,3606490.039813,3606490.039860,3606490.054256,INSTR,98824574
T0 R750:3606490.043353,IMG_BLUR,1,41,41,3606490.054339,3606490.054352,3606490.096748,INSTR,294428728
T0 R764:3606490.721285,IMG_SHARPEN,1,6,6,3606490.736043,3606490.802719,3606490.929922,INSTR,1165676421
T0 R767:3606490.749396,IMG_BLUR,1,94,94,3606490.749441,3606491.093765,3606491.109053,INSTR,98820738
T0 R772:3606490.910988,IMG_SHARPEN,1,0,0,3606490.911032,3606491.138238,3606491.266753,INSTR,1164614939
T0 R778:3606491.145591,IMG_SHARPEN,1,5,5,3606491.145631,3606491.332546,3606491.401688,INSTR,628018437
T0 R782:3606491.314124,IMG_SHARPEN,1,19,19,3606491.319829,3606491.511162,3606491.550656,INSTR,411014074
T0 R785:3606491.402008,IMG_BLUR,1,45,45,3606491.402045,3606491.551004,3606491.565474,INSTR,98821000
T0 R787:3606491.499564,IMG_SHARPEN,1,46,46,3606491.499603,3606491.566060,3606491.626880,INSTR,629671060
T0 R792:3606491.773813,IMG_BLUR,1,27,27,3606491.773857,3606491.797100,3606491.812539,INSTR,102151957
T0 R795:3606491.878020,IMG_BLUR,1,11,11,3606491.896051,3606491.961282,3606491.975675,INSTR,98820748
T0 R797:3606491.928417,IMG_BLUR,1,11,11,3606491.928463,3606491.995740,3606492.009764,INSTR,98820908
T0 R803:3606492.217593,IMG_SHARPEN,1,6,6,3606492.217625,3606492.282305,3606492.418370,INSTR,1164462384
T0 R810:3606492.345159,IMG_SHARPEN,1,2,2,3606492.345208,3606492.549726,3606492.618079,INSTR,628242788
T0 R812:3606492.375558,IMG_SHARPEN,1,93,93,3606492.375604,3606492.626137,3606492.646307,INSTR,218435310
T0 R825:3606493.004930,IMG_SHARPEN,1,32,32,3606493.004962,3606493.005005,3606493.082388,INSTR,777576617
T0 R826:3606493.067148,IMG_SHARPEN,1,55,55,3606493.067193,3606493.082405,3606493.103981,INSTR,218390252
T0 R827:3606493.112599,IMG_BLUR,1,4,4,3606493.112631,3606493.112668,3606493.127062,INSTR,102152032
T0 R829:3606493.155418,IMG_SHARPEN,1,41,41,3606493.163633,3606493.163639,3606493.225892,INSTR,628665672
T0 R830:3606493.157372,IMG_SHARPEN,1,76,76,3606493.163637,3606493.225905,3606493.246673,INSTR,218380934
