T0 R831:3606493.225859,IMG_SHARPEN,1,48,48,3606493.225904,3606493.246688,3606493.369145,INSTR,1167050095
T0 R833:3606493.294623,IMG_BLUR,1,58,58,3606493.294664,3606493.381333,3606493.396886,INSTR,102150019
T0 R835:3606493.379344,IMG_BLUR,1,16,16,3606493.379380,3606493.396893,3606493.447976,INSTR,363702090
T0 R838:3606493.477037,IMG_SHARPEN,1,49,49,3606493.477070,3606493.573814,3606493.650798,INSTR,777817466
T0 R840:3606493.527292,IMG_BLUR,1,93,93,3606493.544050,3606493.719349,3606493.734160,INSTR,102149887
T0 R841:3606493.582077,IMG_SHARPEN,1,19,19,3606493.582130,3606493.734171,3606493.775417,INSTR,411011620
T0 R850:3606493.898513,IMG_SHARPEN,1,77,77,3606493.898552,3606494.079805,3606494.119649,INSTR,411930059
T0 R852:3606493.952735,IMG_SHARPEN,1,39,39,3606493.952770,3606494.139589,3606494.160221,INSTR,218103152
T0 R854:3606493.998967,IMG_SHARPEN,1,72,72,3606494.035037,3606494.160585,3606494.201178,INSTR,411655042
T0 R855:3606494.011130,IMG_SHARPEN,1,28,28,3606494.035038,3606494.201191,3606494.240871,INSTR,412198116
T0 R859:3606494.177383,IMG_SHARPEN,1,63,63,3606494.177425,3606494.250602,3606494.327051,INSTR,777882802
T0 R860:3606494.199353,IMG_BLUR,1,85,85,3606494.201221,3606494.327062,3606494.342259,INSTR,98821135
T0 R865:3606494.320712,IMG_SHARPEN,1,4,4,3606494.320757,3606494.545710,3606494.568631,INSTR,217706816
T0 R868:3606494.472990,IMG_BLUR,1,102,102,3606494.473106,3606494.637974,3606494.651839,INSTR,98820761
T0 R877:3606494.743969,IMG_BLUR,1,74,74,3606494.761043,3606494.864574,3606494.893682,INSTR,192738538
T0 R882:3606494.902263,IMG_BLUR,1,74,74,3606494.902300,3606494.998765,3606495.025993,INSTR,192738473
T0 R883:3606494.906321,IMG_SHARPEN,1,79,79,3606494.906355,3606495.025999,3606495.046237,INSTR,218336294
T0 R889:3606495.087319,IMG_BLUR,1,61,61,3606495.123051,3606495.143379,3606495.157418,INSTR,98821032
T0 R893:3606495.263428,IMG_BLUR,1,96,96,3606495.277365,3606495.277372,3606495.291310,INSTR,98820535
T0 R898:3606495.627373,IMG_SHARPEN,1,20,20,3606495.627407,3606495.627447,3606495.649321,INSTR,217783033
T0 R900:3606495.937467,IMG_SHARPEN,1,0,0,3606495.937502,3606495.937541,3606496.067845,INSTR,1164462682
T0 R903:3606496.024218,IMG_BLUR,1,46,46,3606496.024262,3606496.068137,3606496.110124,INSTR,294428695
T0 R905:3606496.054030,IMG_BLUR,1,33,33,3606496.065041,3606496.130373,3606496.144409,INSTR,98820785
T0 R916:3606496.490202,IMG_SHARPEN,1,10,10,3606496.490235,3606496.490273,3606496.559239,INSTR,628170817
T0 R921:3606496.793218,IMG_SHARPEN,1,71,71,3606496.793296,3606496.793303,3606496.871633,INSTR,777688169
T0 R924:3606496.937074,IMG_BLUR,1,58,58,3606496.937114,3606497.082237,3606497.096885,INSTR,102149764
T0 R925:3606496.939495,IMG_BLUR,1,77,77,3606496.977837,3606497.096896,3606497.124955,INSTR,192738891
T0 R928:3606496.985675,IMG_BLUR,1,57,57,3606497.019051,3606497.287560,3606497.365506,INSTR,545872988
T0 R930:3606497.085285,IMG_SHARPEN,1,10,10,3606497.085324,3606497.365891,3606497.433948,INSTR,628108557
T0 R939:3606497.674034,IMG_SHARPEN,1,116,116,3606497.674068,3606497.674106,3606497.792765,INSTR,1166160080
T0 R943:3606497.763004,IMG_SHARPEN,1,53,53,3606497.763039,3606497.870772,3606497.929890,INSTR,629580263
T0 R952:3606498.045648,IMG_SHARPEN,1,38,38,3606498.064238,3606498.139114,3606498.178566,INSTR,411285134
T0 R958:3606498.236005,IMG_SHARPEN,1,67,67,3606498.236038,3606498.337795,3606498.358854,INSTR,211114925
T0 R960:3606498.337266,IMG_BLUR,1,10,10,3606498.337305,3606498.362858,3606498.404274,INSTR,294438020
T0 R964:3606498.502990,IMG_BLUR,1,77,77,3606498.503022,3606498.586764,3606498.613795,INSTR,192738611
T0 R971:3606498.648287,IMG_BLUR,1,43,43,3606498.648303,3606498.666250,3606498.751740,INSTR,545873024
T0 R972:3606498.707515,IMG_SHARPEN,1,85,85,3606498.707552,3606498.751751,3606498.774954,INSTR,211303607
T0 R977:3606498.943129,IMG_BLUR,1,120,120,3606498.959829,3606498.988568,3606499.066066,INSTR,545872728
T0 R982:3606499.223234,IMG_BLUR,1,101,101,3606499.223313,3606499.281786,3606499.358343,INSTR,545872615
T0 R986:3606499.465496,IMG_SHARPEN,1,14,14,3606499.465530,3606499.465569,3606499.486663,INSTR,210407578
T0 R989:3606499.582991,IMG_BLUR,1,63,63,3606499.583026,3606499.583061,3606499.634517,INSTR,363702265
T0 R993:3606499.968878,IMG_BLUR,1,84,84,3606499.968912,3606499.968946,3606500.020112,INSTR,363702061
T0 R996:3606500.197973,IMG_SHARPEN,1,85,85,3606500.198012,3606500.198053,3606500.220376,INSTR,210951529
T0 R997:3606500.210562,IMG_BLUR,1,4,4,3606500.220426,3606500.220432,3606500.234796,INSTR,102151830
